node_id,degree_centrality,betweenness_centrality,closeness_centrality,local_clustering_coefficient
0,0.01060106,0.11579309,0.24832365,0.030907457
1,0.0091009101,0.12820279,0.26552127,0.036630037
2,0.01070107,0.31678622,0.28093392,0.028919062
3,0.0064006401,0.068485785,0.22906692,0.052083333
4,0.00390039,0.061915653,0.25400091,0.086369771
5,0.0058005801,0.048703053,0.23620429,0.054446461
6,0.0056005601,0.11881797,0.25438864,0.058441558
7,0.0053005301,0.028418003,0.2249342,0.066037736
8,0.0057005701,0.072477538,0.26017381,0.061403509
9,0.01170117,0.16124454,0.2613981,0.027704097
10,0.00380038,0.01403158,0.2256143,0.085348506
11,0.0040004,0.01601553,0.21038125,0.085897436
12,0.00370037,0.032205307,0.24108499,0.096096096
13,0.00310031,0.042357449,0.2296298,0.10322581
14,0.00320032,0.0095216097,0.20827345,0.10080645
15,0.0055005501,0.028042101,0.24026239,0.063299663
16,0.0062006201,0.05476862,0.23241597,0.051295611
17,0.00140014,0.013010473,0.23463569,0.26373626
18,0.00230023,0.018163824,0.23736499,0.13043478
19,0.00260026,0.012653521,0.23269182,0.13846154
20,0.0054005401,0.023378305,0.21836169,0.056603774
21,0.0079007901,0.035491974,0.21183873,0.042843233
22,0.00230023,0.0089346195,0.23510463,0.14624506
23,0.0050005001,0.016000315,0.19896924,0.069387755
24,0.00220022,0.0067393596,0.21549569,0.15151515
25,0.00270027,0.008061169,0.2193966,0.12250712
26,0.00420042,0.013716802,0.20691154,0.077816492
27,0.00120012,0.0022253349,0.2132938,0.25757576
28,0.00180018,0.0050004826,0.21442817,0.16993464
29,0.00290029,0.011111753,0.21901695,0.10591133
30,0.00210021,0.011653304,0.2329249,0.15714286
31,0.0056005601,0.035207716,0.22111897,0.061038961
32,0.00220022,0.0047027811,0.22756031,0.15584416
33,0.00240024,0.0026847227,0.21025738,0.1557971
34,0.00160016,0.0027681704,0.21087374,0.23333333
35,0.00370037,0.0123302,0.22664219,0.091591592
36,0.00140014,0.0015120465,0.22438904,0.24175824
37,0.00110011,0.00099180243,0.20008805,0.32727273
38,0.00160016,0.00096326347,0.20260577,0.21666667
39,0.00480048,0.050629707,0.24203035,0.065602837
40,0.0040004,0.0097986159,0.22452004,0.076923077
41,0.00380038,0.033296444,0.21637237,0.089615932
42,0.0040004,0.021610574,0.22703844,0.083333333
43,0.00320032,0.0052945119,0.19494648,0.11895161
44,0.0078007801,0.048612042,0.23806009,0.041292041
45,0.00160016,0.0029552977,0.19000114,0.18333333
46,0.00340034,0.013099995,0.20289355,0.087344029
47,0.00210021,0.010622119,0.22711064,0.15714286
48,0.00150015,0.0034655702,0.21270395,0.21904762
49,0.0066006601,0.032710328,0.21863384,0.048951049
50,0.00280028,0.0071252248,0.22925599,0.11640212
51,0.0030003,0.0073816768,0.19193412,0.11494253
52,0.00390039,0.0063854912,0.19029041,0.087719298
53,0.00210021,0.0073338698,0.21097607,0.16666667
54,0.00170017,0.0042035097,0.2195122,0.19852941
55,0.00220022,0.0055244153,0.22294314,0.15151515
56,0.00450045,0.020504198,0.1974838,0.071717172
57,0.0057005701,0.026167467,0.21533326,0.056390977
58,0.00210021,0.0035302117,0.21247795,0.14761905
59,0.00290029,0.0062730414,0.21766768,0.10837438
60,0.00030003,0.0015413565,0.23108923,0.66666667
61,0.00370037,0.019489306,0.23732555,0.072072072
62,0.00220022,0.0023459842,0.19091534,0.15151515
63,0.00270027,0.013647368,0.21118104,0.11680912
64,0.00180018,0.010006234,0.23441566,0.16339869
65,0.00240024,0.004474374,0.20992631,0.15217391
66,0.00160016,0.0030915434,0.19443472,0.21666667
67,0.00420042,0.023879607,0.22406221,0.070847851
68,0.00180018,0.0014066881,0.21066049,0.19607843
69,0.00420042,0.031874907,0.23310953,0.081300813
70,0.00370037,0.0098619482,0.21667245,0.088588589
71,0.00240024,0.0044520741,0.20189803,0.13768116
72,0.00210021,0.0028663759,0.18915289,0.16190476
73,0.00240024,0.0056194549,0.21523129,0.11956522
74,0.00290029,0.0029133625,0.18802181,0.1182266
75,0.00130013,0.0052290813,0.19223671,0.29487179
76,0.00360036,0.013110975,0.20924976,0.080952381
77,0.0030003,0.0046508069,0.18320904,0.10804598
78,0.00290029,0.0039069192,0.20289355,0.13054187
79,0.00130013,0.00037245367,0.17644568,0.26923077
80,0.00170017,0.0067395125,0.20338466,0.22058824
81,0.00150015,0.0024946649,0.21149372,0.2
82,0.0040004,0.011868665,0.20906164,0.075641026
83,0.00250025,0.0063265997,0.20763768,0.11666667
84,0.00170017,0.0046956123,0.20249499,0.17647059
85,0.00260026,0.029218263,0.24040103,0.12
86,0.00150015,0.0034739405,0.21364472,0.24761905
87,0.0020002,0.0088011446,0.2100189,0.16842105
88,0.00430043,0.025085047,0.22291829,0.071982281
89,0.00340034,0.0068394085,0.22284377,0.10338681
90,0.00280028,0.010081772,0.20801348,0.1031746
91,0.00410041,0.024544699,0.21786687,0.079268293
92,0.0010001,0.0025797427,0.2099748,0.26666667
93,0.0040004,0.021766157,0.19544184,0.076923077
94,0.00120012,0.00080402598,0.18510497,0.27272727
95,0.00130013,0.0012504065,0.19839679,0.25641026
96,0.0020002,0.0064015041,0.1965135,0.15789474
97,0.0030003,0.0048050225,0.1974643,0.11494253
98,0.00380038,0.01200624,0.2052382,0.092460882
99,0.00290029,0.0030508297,0.19182366,0.12561576
100,0.00340034,0.00540421,0.19114527,0.094474153
101,0.00310031,0.015207165,0.20218789,0.096774194
102,0.00190019,0.0015554323,0.17621867,0.16374269
103,0.00150015,0.0023451018,0.20743092,0.17142857
104,0.00220022,0.0057376054,0.18924955,0.15151515
105,0.0040004,0.0088304397,0.19601655,0.083333333
106,0.00320032,0.0058763938,0.19601655,0.10282258
107,0.00150015,0.0023015828,0.23253488,0.19047619
108,0.00360036,0.0069979969,0.21050526,0.095238095
109,0.00070007001,0.0044617375,0.23439368,0.47619048
110,0.00420042,0.011996332,0.20803945,0.082462253
111,0.00170017,0.00083956592,0.17686389,0.19852941
112,0.0020002,0.0029486044,0.1945255,0.17368421
113,0.00060006001,0.00011376521,0.2179476,0.6
114,0.00140014,0.0039959337,0.20782325,0.23076923
115,0.0010001,0.00081955531,0.19871222,0.35555556
116,0.00410041,0.013171755,0.19589366,0.086585366
117,0.00280028,0.002944277,0.21475515,0.12169312
118,0.00260026,0.013335621,0.22609384,0.12923077
119,0.00220022,0.0033152109,0.18486199,0.14718615
120,0.00430043,0.013078679,0.22736885,0.079734219
121,0.00320032,0.014621727,0.20785781,0.098790323
122,0.00370037,0.0089800772,0.21244635,0.084084084
123,0.00150015,0.0045251364,0.20486396,0.23809524
124,0.0020002,0.001859124,0.18521812,0.17894737
125,0.00110011,0.00027805906,0.18568245,0.34545455
126,0.00290029,0.0047735031,0.19676873,0.11330049
127,0.0068006801,0.047444571,0.22716739,0.049604917
128,0.00160016,0.00094625218,0.20941191,0.20833333
129,0.00150015,0.0016972536,0.19658691,0.22857143
130,0.0054005401,0.0055186,0.18147335,0.059399022
131,0.00330033,0.013479876,0.22231857,0.1155303
132,0.00330033,0.0075963313,0.21074929,0.10606061
133,0.0030003,0.017073551,0.21255022,0.10114943
134,0.00210021,0.0061269758,0.21595179,0.13333333
